session_id,timestamp_ms,face_visible,eyes_open_prob,head_yaw_deg,head_pitch_deg,head_roll_deg,looking_away,multi_person_count,speech_detected,tab_switched,copy_paste,window_blur,dwell_time_ms,blink_rate_hz,suspicion_score,target
EYE,107726,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2731,1.059,2.27,1
EYE,108738,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,4298,0.276,0.73,0
EYE,109149,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,4713,0.333,0.73,0
EYE,109801,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,4173,0.313,0.73,0
EYE,110290,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,3346,0.746,1.27,0
EYE,111294,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,1575,0.512,0.73,0
EYE,111889,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2425,0.776,1.27,0
EYE,112789,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,1625,0.818,1.27,0
EYE,113864,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2316,0.945,2.27,1
EYE,114720,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,4265,0.892,1.27,0
EYE,115215,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,3767,0.721,1.27,0
EYE,116277,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2487,0.778,1.27,0
EYE,116955,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,4932,0.976,2.27,1
EYE,118152,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,3714,0.289,0.73,0
EYE,118893,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,4752,1.031,2.27,1
EYE,119311,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,1498,0.902,2.27,1
EYE,120445,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,1195,0.939,2.27,1
EYE,121211,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,4377,0.388,0.73,0
EYE,121635,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,943,0.721,1.27,0
EYE,122503,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,3738,0.855,1.27,0
EYE,123011,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,4436,0.962,2.27,1
EYE,123808,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,3782,0.463,0.73,0
EYE,124958,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,4094,1.081,2.27,1
EYE,125849,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,1753,0.94,2.27,1
EYE,126416,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,4124,0.374,0.73,0
EYE,127610,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,3793,1.018,2.27,1
EYE,128431,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,3481,0.404,0.73,0
EYE,129478,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,3186,0.282,0.73,0
EYE,130388,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2188,1.015,2.27,1
EYE,130919,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2124,0.852,1.27,0
EYE,131763,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2627,0.828,1.27,0
EYE,132344,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,3723,0.879,1.27,0
EYE,132782,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,3014,0.986,2.27,1
EYE,133354,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,4322,0.384,0.73,0
EYE,134209,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2043,1.059,2.27,1
EYE,134969,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,1694,0.447,0.73,0
EYE,135558,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2758,0.952,2.27,1
EYE,136148,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,1304,1.053,2.27,1
EYE,136664,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2331,0.969,2.27,1
EYE,137121,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,933,0.86,1.27,0
EYE,137669,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,4427,0.905,2.27,1
EYE,138281,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,4975,0.439,0.73,0
EYE,139212,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,3611,0.91,2.27,1
EYE,140013,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,4312,0.823,1.27,0
EYE,140925,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2056,0.83,1.27,0
EYE,141890,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2196,0.803,1.27,0
EYE,142957,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,4130,0.889,1.27,0
EYE,143704,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,1945,0.498,0.73,0
EYE,144643,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,4985,0.265,0.73,0
EYE,145083,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,3579,0.844,1.27,0
EYE,145683,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,4575,0.351,0.73,0
EYE,146814,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,3308,0.895,1.27,0
EYE,147922,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,1724,0.888,1.27,0
EYE,148771,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2638,0.965,2.27,1
EYE,149394,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,809,0.518,0.73,0
EYE,150010,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,4958,0.853,1.27,0
EYE,151019,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,4725,0.926,2.27,1
EYE,151517,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,2952,0.523,0.73,0
EYE,152434,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,1310,0.389,0.73,0
EYE,153542,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,2800,0.394,0.73,0
EYE,154506,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,2468,0.401,0.73,0
EYE,155619,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,3524,0.405,0.73,0
EYE,156019,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,4978,0.369,0.73,0
EYE,157103,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,4946,0.74,1.27,0
EYE,157990,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,1516,0.433,0.73,0
EYE,158423,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,2623,0.374,0.73,0
EYE,159593,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,4219,0.552,1.27,0
EYE,160298,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,4762,0.373,0.73,0
EYE,161431,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2784,1.106,2.27,1
EYE,162231,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,2648,0.576,0.73,0
EYE,163065,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,3614,0.549,0.73,0
EYE,163886,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2950,0.988,2.27,1
EYE,164720,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,2129,0.227,0.73,0
EYE,165427,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2817,1.044,2.27,1
EYE,166389,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2158,1.063,2.27,1
EYE,166921,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,2928,0.262,0.73,0
EYE,167828,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,937,0.399,0.73,0
EYE,168296,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,3831,0.48,0.73,0
EYE,168821,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,3393,0.748,1.27,0
EYE,169263,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,4618,1.021,2.27,1
EYE,170325,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,4623,0.449,0.73,0
EYE,171244,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,4245,0.694,1.27,0
EYE,171838,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,1699,0.849,1.27,0
EYE,172432,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2687,0.794,1.27,0
EYE,173465,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,1466,0.301,0.73,0
EYE,174267,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,3922,0.45,0.73,0
EYE,175311,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,4700,0.905,2.27,1
EYE,176056,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,1323,0.851,1.27,0
EYE,176528,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,3917,0.406,0.73,0
EYE,176974,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,3096,0.672,1.27,0
EYE,177998,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,3061,0.485,0.73,0
EYE,179089,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,2076,0.338,0.73,0
EYE,180014,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,3566,0.48,0.73,0
EYE,180491,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,4923,0.907,2.27,1
EYE,181589,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,4087,0.875,1.27,0
EYE,182738,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2446,0.913,2.27,1
EYE,183876,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,2331,0.387,0.73,0
EYE,184290,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2706,0.804,1.27,0
EYE,185226,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,2875,0.335,0.73,0
EYE,185837,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,4396,0.292,0.73,0
EYE,186382,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,2403,0.534,0.73,0
EYE,187009,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,2958,0.269,0.73,0
EYE,187777,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,2293,0.552,0.73,0
EYE,188789,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,3272,0.454,0.73,0
EYE,189503,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,3539,0.993,2.27,1
EYE,190643,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,1676,0.591,0.73,0
EYE,191752,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,4248,0.864,1.27,0
EYE,192654,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,2405,0.376,0.73,0
EYE,193699,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,3363,0.98,2.27,1
EYE,194704,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,917,0.415,0.73,0
EYE,195297,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,3351,0.482,0.73,0
EYE,196411,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,1646,0.457,0.73,0
EYE,197342,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,1941,0.809,1.27,0
EYE,197831,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2848,0.964,2.27,1
EYE,198489,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,2373,0.286,0.73,0
EYE,199578,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,4544,0.927,2.27,1
EYE,200590,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,2839,0.34,0.73,0
EYE,201774,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,3176,0.476,0.73,0
EYE,202592,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,3624,0.328,0.73,0
EYE,203086,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,4477,1.143,2.27,1
EYE,203622,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2404,0.937,2.27,1
EYE,204568,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,3435,0.34,0.73,0
EYE,205316,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,3360,0.449,0.73,0
EYE,205944,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,4650,1.058,2.27,1
EYE,206722,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2114,0.939,2.27,1
EYE,207531,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,877,0.358,0.73,0
EYE,208019,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,3421,0.487,0.73,0
EYE,208714,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,3249,0.367,0.73,0
EYE,209804,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2663,0.696,1.27,0
EYE,210868,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2990,0.799,1.27,0
EYE,211883,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2992,0.876,1.27,0
EYE,212321,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2951,0.982,2.27,1
EYE,212899,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2770,0.713,1.27,0
EYE,213776,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,2835,0.324,0.73,0
EYE,214586,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,2054,0.483,0.73,0
EYE,215274,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,1750,1.001,2.27,1
EYE,216308,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,3043,1.051,2.27,1
EYE,216825,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2665,0.94,2.27,1
EYE,217440,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,3653,0.676,1.27,0
EYE,218487,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,4028,0.468,0.73,0
EYE,219016,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,4028,0.476,0.73,0
EYE,220042,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,894,0.808,1.27,0
EYE,220510,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,2755,0.737,1.27,0
EYE,221163,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,4906,0.428,0.73,0
EYE,221908,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,3719,0.222,0.73,0
EYE,222670,1,0.05,0.0,0.0,0.0,0,1,0,0,0,0,3149,1.05,2.27,1
EYE,223685,1,0.95,0.0,0.0,0.0,0,1,0,0,0,0,3243,0.373,0.73,0
